 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          55
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          56
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          57
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          58
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          59
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          60
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          61
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          62
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          63
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          64
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          65
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          66
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          67
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          68
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          69
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          70
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          71
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          72
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          73
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          74
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          75
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          76
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          77
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          78
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          79
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          80
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          81
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          82
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          83
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          84
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          85
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          86
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          87
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          88
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          89
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          90
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          91
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          92
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          93
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          94
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          95
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          96
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          97
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:          98
 AVERAGE RES:   7.47605460E-04
 ITERARION NO:          99
 AVERAGE RES:   1.99840683E-03
 ITERARION NO:         100
 AVERAGE RES:   7.47605460E-04
